class,clean_tweet,split
1,i could go for a fat ass bitch on my lap same,0.3963399323898904
1,17 missed calls 128544 128545 das yo p o bitch twitter finna be screamn freemoneymelle,-1.2858585253829764
1,al ya side bitch gotta know it s rules to this shit anybody ask you my cousin from jersey thinkin bout moving lmmfao 128514 128514 128514 128514,-1.607917815812161
1,yall bitches wit no edges be doing the most talking 128553 128564 9995 128514 128514 128514,0.27036649783493716
1,yall still going trick or treating this year or nah hell yeah ima be da sweet tooth bandit steal bitches bags n shit,-0.6442898296408651
1,i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck,0.9113749141393864
1,jones94 if she kiss u with her eyes open watch that bitch lmfao,-0.10643262998598478
1,you a woulda coulda shoulda ass hoe 128563 128586,-0.7202858304532511
1,used to send that bitch up,-0.7824585238851063
1,ugly bitches be like i m my own wcw duh bitch you ain t nobody elses 128514 128514,-0.39306107100685317
1,glad i m getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em,0.9484056314762933
2,this isn t ghetto it s smart i m doing this idc,2.0578204320434437
1,being single isn t an excuse to be a hoe luu,0.2621087815030367
1,11 lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill,1.1269269511386988
1,abrupt bitch where u been around the world and back where you been,0.4845240402592248
1,if i don t get my dick sucked at yo party by a bad bitch i m fr gone set it off 128514 128514 128514 128514 by,-1.6166148523894999
2,who wants to get there nose in these bad bois then scally chav sockfetish stinking hot sox and legs,0.9457846494604302
1,i wish i was a bitch like my brother keezy 128530 ooooow i bet you do,-0.34855207247611103
1,if you dressed up as a cat for halloween you are basic or a pussy,1.9827675331402959
1,stop being scared to choke her during sex u bitch ass niggas she 8217 ll like it says the guy who hits women out of bed foh,0.21192359947046396
1,thunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig,1.2948898206665025
1,oh man its 5 am you off a molly ho where the fuck ya seed at fixed,-1.504786934979163
1,lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga,0.9629364633569725
2,peel up peel up bring it back up rewind back where i m from they move shaq from the line ooooow who tf said that trash,-1.157283804381197
1,io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,0.7056350880805509
1,ol dirty foot ass bitches this was too funny to me,-0.7074061383080201
1,shawn 6 thunduh that s where i get my yellow flags for being amazing 128079 128524 hell yeah niggy,-0.2800257124808176
1,don t got time for bitches to be actin iffy,-1.8084907315671752
1,these hoes ain t loyal no they ain t smfh amp wonder why nobody decent wants them,0.4690234942660649
1,bruh you studs keep thinking i m soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe,1.2328139523276302
1,dry pussy bitches always blame it on the condom 128514 128079 128514 128079 128514,0.37428113540940294
1,shut yo bitch ass up 128557 128514,0.08554522038816864
1,gucci mane in jail and dropping mixtapes every month and you hoes can t even text back,-0.4200563523550661
1,you love these hoes more then money wats wrong these niggas,-0.4381993724947144
1,a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol,1.3721779449293263
1,wish i had a bae 128533 you got all the hoes tho,-0.4595009520507319
1,mike 12 fuck twerking bitch can you cook,-0.5376852529297763
1,lmao fucking snake bitches em,0.4272817153640658
1,aizah big booty hoes everywhere sheesh 128525 damn 127807 128064 127807,1.0043343152768391
2,stay tuned to for an update on the report that 1b will be out 8 10 weeks bum,0.7123594832492207
1,oregon chokes every year get off the field trash ass program rft,1.1550347588486671
0,lmfaoooo i hate black people this is why there s black people and niggers,0.1545245023070342
1,how could u do this to me bitch potent,-0.7104322582519307
2,a pissed lad past out i would lick his dirty soles while he slept,0.2743613908568667
2,love frat boy w soft long soles,-0.06324711066021635
1,thunduh nah fam i gotta cheat with the hoes depends on the female i feel,-0.05512515587533414
2,nojas vontethekidd 128079 128079 128079 128079 128588 i got hicks lol,0.2870303329494491
1,this new twitter is confusing the shit out of me go back to south america bitch,0.14873835890677528
1,x3 toto means ass or vagina i think pussy cause toto santi is like nasty pussy,1.3470220305680138
1,stay beautiful you bitch,-0.2180108890635613
1,i ain t never seen a bitch so obsessed with they nigga 128514 i m obsessed with mine 128529,0.6574274121743215
1,ted33 kobe stay talking trash but let s not forget austin12 i meant to do this one smh,1.6425725948866934
1,fakingg people always asking me what i m mixed with she a bad asian bitch lol,-1.3669089888519481
0,whiteponyjr ariza is a snake and a coward but at least he isn t a cripple like your hero roach lmaoo,-1.3326209819774364
2,it aint so 8220 fosters home for imaginary trash 8221 whoa chill that show was everything tf,1.335610077173179
1,8220 stop bringing weird niggers into my mentions 8221,0.39885384127528695
1,if yo girl cant have homeboys you a ol weak bitch ass nigga,2.2709403822413545
1,palomino52 i think worst advice i gave you was don t be a pussy and speed up lol,1.9307626565754648
1,quote this tweet with your favorite animal pussy,1.626028119414174
1,success i hate when strippers tell you they re dancers hoe ballet dancers don t pop their pussy to beethoven you a stripper,-0.3908840716603511
1,when bitches twerk on the computer me in ya 128089 in ya damn 128089 8252 65039,-0.562250514571364
1,8220 8220 prince this is art nobody takin his bitch,1.0860060081182452
2,61 of welfare government aid is claimed by white people so y all black slander is trash now,0.8611515966452878
1,these bitches don t care they just play that role,-1.3649910143261506
1,kaaat it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro,1.984166756065316
0,drakes new shoes that will be released by nike jordan yes there s glitter on the shoes dudes a fag,-1.3231292898661355
2,inna di ghetto you alone lmaoo,1.4803863892942055
1,bitches can t cook but know how to suck dick s o to the ones that can do both,0.5155903063543045
1,fat hoes get chose lol,0.40617925769401747
1,hoesaintloyal well they re hoes no one expects them to be loyal,0.723815081565716
1,scrooge nevertrustt ol bitch ass,0.05139916548929234
1,just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you,2.275376592134619
1,holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing,0.2198968145659993
1,these catfish hoes thinkin they slick but niggas catching on 128524,0.7444469892716944
1,can t worry about a bitch that ain t worried bout me real,-1.0057379907872614
1,side hoes are for insecure niggas that can t handle a real one,2.3102857855166405
1,stokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514,-0.5836363252472221
1,probz i m hungry but ionn wanna spend my money on food 128530 broke hoe problems 128514 128514 128514 128128,1.9731896292824909
1,dese hoes be lyin to all of us nigga,1.6503555478744245
2,eli manning just threw his nfl leading 27th interception of the season lmao trash,-1.52225179040268
2,usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187 he s a bitch,-0.09641735129318504
1,guess what i also have zero time for your mansplaining adios stfu pussy,0.05407980220464091
2,chilling 128069 8482 sexy scally lad,-1.6603741426802388
1,i ain t sharing no bitch if you mines you mines 128175,0.8405511671536313
1,money only impress the simple broke bitches,-2.51051132518596
1,pisces will never be anybody s bitch they don t let people control or change them rigghhht,0.8482572812996627
1,these hoes is crazy,1.0037539231483983
1,oomf so fuckin fine tho 128553 dam her don t be no bitch,-0.23039824057340025
1,i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,1.3930132990085178
1,newsatquestions yeah bitch yeah bitch call me a maybe b steve o c later d jesse pinkman,-0.00709320458010477
1,hickies in between her thighs right by her pussy gt gt gt its only right,-1.4525752533639313
1,luu would you still love me when i m no longer young and beautiful no ugly monkey ass,-1.6232320232481303
1,realist sam yea i m on my ipad i don t work this friday let s ball this faggot up i work 2 5,-1.3117980192689902
2,this scally lad would get it,-0.19655407234744823
0,gerryshalloweenparty halloween was yesterday stupid nigger,1.2392781779724904
1,chrus still supahot tho walks up to teacher with test drops test in that bitch fohead,0.1995195932287112
1,8220 i love eating pussy lol i never get full lol 8221 i can eat that shit forever lol and ever,0.6863865935548735
1,gfg 8220 gfg 8220 no slushes 128549 8221 hoes nasty anyway fam 128564 8221 them hoes taste like meds 127815 127815 127868,0.6692134256613727
1,gfg 8220 no slushes 128549 8221 hoes nasty anyway fam 128564,1.1247537106425045
1,yo bitch is gucci mane rt my bitch a stoner 128175 128175,-1.3474328184908508
2,15 sad tv character deaths we re still bitter over stark was the man,0.09030875963690319
1,jack these harbor bitches are all party bus hoes lol all,0.8969003267908009
1,ultraviolence video its coming you little bitch mtvhottest lana del rey bitchy promo,-1.6637763137772832
1,on my way to fuck your bitch lmfao kittycopter,-0.3145184315270735
2,a smuggler explains how he helped fighters along the jihadi highway,-1.2139260526472369
1,drc its simple dont be a hoe dont worry about being exposed 128540 fight me why,1.6073554279084168
1,whys this bitch boosting herself her size isn t exactly the most healthy tho,3.784558742905439
1,xpdotjdot damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco,0.8189401289863223
1,angiee bruno fag boy you love me,-1.4963646150994312
1,von 8220 drc i must be a bitch 8221 you are 128514 128514 128514 sike naw this why we always beefing 128514,1.2699144579450081
2,down 6 1 yankees look to rally in the bottom of the 9th rallycap,0.9461092474054649
1,8220 don t take advantage of a nice person 8221 hoes everyjuan,0.9515757705624941
1,happy birthday bitch nigga thanks pal,-0.0520970479705556
1,sad knowing that most hoes won t fuck with you bc you ain t got stacks wait till friday,0.36277716144236816
1,a1 cinco shit harder fucc nigga yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,-0.3475715072425773
1,bada bing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake,1.318085909899977
1,beedontcare my pussy still fresh lt something stank girls say,0.9196602259491137
1,sneakyb i hate when boys deny that they have bitches 128080 128553 smh,0.8326206150082908
1,taradise ya nigs out there still saying y all don t eat butt with a straight face,-0.9503500773317304
1,yourewelcome im a boss ass bitch that needs to sit in a corner,0.4479537091768883
1,prettyflvck0 me and paul thinkin bout gettin rentals for da weekend 128665 128168 128168 oooh shit bitches betta stay out da streets,-0.20156170346810742
1,rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military it s a different story 128564,0.5476658136003675
1,simplycaitlin why do my friends hate me because you a ratchet hoe,1.8671394120939038
1,sniff perved up scally lad fuck yeah,0.5142202166762073
1,p13 these bitches love sosa,-0.593447395423168
1,8220 thunduh i legit watched it for about 30 or 40 seconds 128529 8221 so did i wtf prob cause were retarded smh,-1.1194276927654436
1,what should i name my cat ideas mr pussy,0.15846240585457266
1,1nonlykeisha u see the damn phone ringing 128547 128530 128542 when you married bitches makes demands you haven t called me,0.5431051160613874
1,tevin is my favorite sophomore i think he s so funny hes really not lmaoo hes a little hoe,0.49504405726506107
1,10 sex positions this what u call fucking the soul outta bitch 128557,-1.3861089846043715
0,is bored supposed to be cute you faggot sometimes,0.7127541873172113
2,ceee one mans trash 128686 is another mans treasure 127942,-0.5131235467163644
1,i don t got no type bad bitches is the only thing i like iongotnotype,-0.5280170476682047
1,its me hoe its me hoe 128129 shhhhh,-0.9839537256114991
1,jenn99 i m gonna miss that bitch of a bus driver no you won t don t lie,-0.019967652021567434
1,hate when bitches try and put you in the friendzone bitch i m tryin to score put me in the endzone 128293 128293 128293 on my soul,-0.26737295297690367
2,uk ashley young has tried to deny that bird s landed in his mouth gt hahaha,-2.3347634413885143
1,yall both gimped up ain t tht a bitch huh lol,0.8034729312053485
2,south take me for a ride 128525 128139 woof woof,-0.28840950576943775
1,that long distance shit wack i knew the bitch was cheating uh oh,-0.9163555853980835
1,he s doing it right 128525 128120 128158 no bitches smh,0.7634069879396017
1,they ban dat pussy for life amp he gotta pay 2 5 millon dollar fine,-0.253660541856553
1,roses are red and violets are blue and niggers are black you know that s true,-0.514676578441095
2,sitting on my window sill window open bird tries to fly in smacked it protecttheanimals,-0.7433132587816298
1,but a nigga gon be a nigga be a nigga you sound fuckin retarded,-0.5214580504226508
2,a video an entire media will likely mock i am such a crybaby,-1.5066156013303018
1,im angie i m not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup,-1.2738131627260665
1,gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514 128514 128514 128514,-0.096446570235525
1,karma is a bitch damn godprotectshisangels 128588 sips tea,0.39937610934698453
1,fuckin hot gym pussy fuck yeah,0.23702101725507385
2,jihadi patron hajjaj al ajmi is arrested at kuwait airport,0.9307353773202149
1,i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god,-1.159856414746062
2,tweety bird tho 128514 128514 128514 128514,1.1295779757601079
1,my pussy sweet like watermelon thotermelon,0.039005390861559804
2,when twitter rappers dm me their trash links,-1.1682622782715075
1,loud bitches annoy me,-0.03211514740374055
1,eventually every bitch turns into that hoe truuu,0.06014122040886725
1,i swear if oomf try talking to me tomorrow pussy,0.05453909182564006
1,jam you bitches be pretending to be tf crazy you ain t never lied,-0.032466928632253186
0,jackies a retard blondeproblems at least i can make a grilled cheese,-0.6690099034377179
1,ima keep on giving these pussy ass niggas ah reason to hate,-0.29435307298569985
2,photo he is in sole heaven,-1.473090610580062
0,stacey dash won 128166 baddest bitch evaaaa,0.5219900968173299
1,side bitch sunday 128514 128514 128514 128514 128514 128514,-0.7407725108634017
1,eazy26 facts what baldheaded bitch made this shit 128074 128074 128555 128530 lmao 128553 128514,-0.34531510810314986
1,fuck wit us and then we tweakin hoe shmurda,0.9203959765106856
2,we actin like it s the 7th day 128123 spook,-0.396869909463299
1,y all dumb ass niggas be so pressed to have hoes y all weak as fuck as fuck weed over hoes oreos too,-0.43684263970396353
1,i can turn yo bitch into a eaterrrrrrrrr,0.04563847132160658
1,i don t trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,-0.3254224140744976
1,now u got what u want bitch enjoy it now this is a crazy party i would love to attend,1.2534063501555774
2,colored contacts in your eyes blinders on mine cause i can t see you at all lmao,0.7315893758888077
1,one of us is on drugs and its me but you re still wrong 128514 hahahahahahah im a bitch sometimes,-1.4371591156529262
2,24 24 coleman2 swears i m 1 man easily easily behind austin nip,1.1353634977222078
1,jrock this is a true ride or die bitch 128175 what the fuck hahahahah,-0.14401765822999624
2,h g wells and charlie chaplin history photography,1.1438765389941334
1,jaylene all i see is bruno s bitch ass on my twitter now wtf bruno s all that she sees drake voice,1.0783312660579527
1,garza thunduh i m about to cool faggot chill tf is cool nigga,-0.1272006740027814
1,garza thunduh i m so sure bitch frfr tf,0.20623506854741505
1,twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet,-0.6200795244470647
1,got a couple bitches saying they know me but i 8217 ma let the money talk for me 128526 128076 and i m like wwyd,0.47961848879528235
1,grudges are for weirdos and bitches,-0.6391924203417677
2,brownies tonight what kind,0.6253151965086666
1,no text back i don t give a fuck i ll text another bitch damn someone is hurt lol,2.0645906374392236
1,using y mx b to find the slope of that ass,-0.7678577323494788
2,fit lads nice gear these scally lads n trainers would get it,-0.02143001972451541
1,helping out a mate i love scally play fuck yeah,0.732025656645955
1,lads being lads fuck yeah i love scally lad action hot trainers too,-0.5232842907041809
1,8220 cincokilby y all think celebrity pussy different from the locals 128514 8221 yeah meghan goods is,-0.5246926687481046
2,yongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i can t even listen to it 128514 lmaoo,-1.1765826669150514
1,need these sox fuck yeah i love a kinky scally lad w rank sox and sneaks,1.9519435010026185
1,i don t ever expose females like that that s childish bitch nigga shiiii,0.4848811755633341
1,yasss trys new things with bestfriend bitch who do you love,0.15056676850685424
2,dude remember this wop video omg where did you find that,-1.6379051095411996
2,rawr rt my sexy french scally i love him frenchscally sexy scally woof woof,-0.3648351814875938
1,nothin in life is free some of you bitches need to write that on ya panties 128557 128514,0.269097590576087
1,if one of you bitches want some of my burrito u can catch me at potosino huh haha,0.25978750185425553
1,niggas whole hoes out here cuz couldn t had said it better 128588,1.127827531645645
1,hardcore way to eat mac and cheese 1 boil water 2 snort cheese powder 3 drink boiling water 4 fuck bitches,-0.03853843388719642
1,annoying bitch that i love judyann s so pretty,-0.6395008153722955
1,lmao bitch got on some huggies,-0.6238870876641373
1,hi bitch no bitch bye bitch,0.3631631545107229
1,does he look like a bitch capacitor,-1.2966141639501498
1,chase money 128176 not 128581 hoes 128111 128175 128175 58399 58399 58399 58399,-0.2070621106637552
1,can t stand a i don t know what i want ass nigga 128564 bitch,0.7739125504628668
1,shorts i m on my way love a chav hot sexy scally fucker,-0.8217908720948756
1,these newly gay bitches don t kno how shit works,1.2144828307019413
1,when a bitch don t want a real job they just become strippers lol lol,-1.2626105599349904
1,awww meat meat in his feelins i ainn n my feelings bitch,-0.4199843514226074
1,i want snake bites my industrial piercin amp a tattoo dem hoe accessories dea 128064 128064 128056 9749,2.1105546732993647
1,yassssss ordered chinese 128079 bitch you just ate tacos you fat fuck,0.5440544133237128
1,i made that bitch lunch bitches love lunch,-1.1707641483927997
1,a no brainer but as soon as this bitch gets rich in political power her views will change political whores,-2.4667515498032992
1,a pussy a day keeps the devil away,-0.8085965800934819
1,ain t that about a bitch what does that mean,0.4345104604757525
1,all these bitches want a baby i don t want no children,0.5337318628348494
1,and bitch you must be lost 128514 128514,1.6845370950162797
1,baby i like being on your left side no bitch you can t be there cuz the street on that side and twitter said i ain t real if you do,-0.5447835790628247
2,bae sounds like such a ghetto word use something else,-0.16845881300610346
1,bleed out hoe alexa,-0.6921930978629758
1,boolin in the bando wit a few bitches,-0.07210502140522844
2,brownies for my brownie i love this movie 128517,0.1548341478375055
1,but i need a bad bitch that s hotter than me might be the realist shit partynextdoor ever said that s how i be feelin everyday,0.5460250254425438
1,by the way we do punch bitches,1.0079982067474045
1,caesar is home rt 8220 so much this bitch looks like lets start with ape shit 8221 128557 128557,-0.07785346562367042
2,chinese maverick we were communicating comrade u know giving the imperialist yanks the birdie,-2.1261000896769593
1,dad say hi to my snapchat dad 9996 65039 9996 65039 duces bitch 128514 128514 128553 128553,0.5739657591671088
1,do you believe these hoes are not in fact loyal i disagree with that i do believe they are in fact the loyalest bunch these hoes,-1.0869897788239262
1,don t know no ugly bitches don t know no broke niggas gates,-0.8737301354516802
1,don t make me make you fall in live with a nigga like meee the birds 1 amp 2 are my favorite songs by weeknd,1.4019861931854007
0,don t worry about the nigga you see worry about the nigga you don t see dat s da nigga fuckin yo bitch,1.3515022180013823
1,don t you ever give my pussy away you keep it tight alright,0.1913325798923056
1,dropped a stack cause bitch i m on song called dope download the mixtape here,-0.43867444291280927
1,dumb bitches do dumb things,0.1632601402557405
1,eat the pussy like a real nigga hungry,-1.0606594295266438
1,eff it let s go after the cripple,-0.32753628010163144
1,facto who cares if you a hoe when your ass looks like this,-0.004352804000605563
1,foreign chick no lie man that bitch beautiful,-0.36285586717208607
1,fresh nigga so you kno i need a clean bitch who kno i m working cuz i wanna see my team rich,0.5955636366231283
1,fuck 5 0 i make my own rules suck my dragon balls bitch call me goku,0.39790776617660073
2,generate ascii boxes with nodejs all i see is the ability to bring flappy bird in node via ascii tubes and bird,0.9156290039391166
1,get me that shit bitch you is fine bear,0.5684875459544333
1,girls that i dated its okay i ain t mad yo unless you stabbed me in the heart no love hoe,-0.5091555614842233
1,how do you know my twitter password bitch please,1.1298319306477576
1,have you seen my shows have you seen my hoes if i wasn t hot would they be so thick,-0.0438048779998482
1,he wanna be my nigga but i m just trinna be his savings account 128553 128514 128557 128514 128557 omg imma funny ass bitch man but that s real shit 128175,-1.5558823992034398
1,her great grandmas a hoe her grandmas a hoe her moms and a hoe and she s a hoe it s a long line of hoes grandpa carl everyone,-0.249201881293464
0,hey go look at that video of the man that found the kidnapped girls in ohio what a nigger shitmybosssays,-0.1339887322698668
1,hey pussy you still there,0.19503304931591564
1,how hotter than is it a bitch,0.11302778622569794
1,how u talking to hoes bout bro n em why you talking to hoes bout bro n em,-1.1397797449878624
1,how you doing crazy bitch is hilarious,0.574840094245993
1,i know my shoes dirty as fuck whatever bitch you don t have to call like negro one of the first things they look at is shoes dog,-2.2164251541223146
1,i call him my bitch,0.09977844070539392
1,i don t chase after dudes i chase after bitches edgar bautista,0.81750847256976
1,i dont even need a picture of tamar that bitch is beat in every picture 128514 128557 128514 128514 128514,-0.8093741114992082
1,i dont have hoes 128564,0.3672709314562178
2,i found a new way to chug you have to open your mouth alot shitallysays,-0.05599423835641868
1,i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her,-1.5561116675321784
1,i got a bitch set it off like jada picket queen latifah you riding round with your nieces bitch you titi,-0.19321644287934803
1,i got a sister she told me stop calling women bitches,0.35576079981751674
1,i guess this is the night bitches die stewie is that nigga,-0.1307904944168292
1,i have this lady love she s married but i still wanna bang her she won t have sex with me what a bitch a troubadour probably,0.9707927158318913
1,i heard you was looking for candy man bitch,-0.5216686972994559
1,i hope you don t get mad ladies i only call you bitches bitches bc i don t know your names individually katt williams,-0.8184710823360867
1,i just got a number 3 i m a bitch boy,-0.17702478395622825
1,i know that shit eatin grin you either just fucked the girl of your dreams or you sold a car we know you re a faggot what d you sell 128514,-0.6276017201425885
1,i only be with older men cause they re more mature that supposed to fool us bitch,1.9972737584160771
1,i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand,1.7352225472655136
1,i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hair 128514 name the movie 128514,0.24664899254459738
1,i will fuck u where u stand u dizzy bitch two unique amp separate phrases i overheard a relative saying when i was younger,-0.2575343463213526
